param,value,unit,lower,upper,city,latitude,longitude
Tennis Court Rent (1 Hour on Weekend),23.33,€,10,40,Teramo,42.65811795,13.69787458752063
"Cinema, International Release, 1 Seat",7.5,€,7.5,8,Teramo,42.65811795,13.69787458752063
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",300.0,€,300,300,Teramo,42.65811795,13.69787458752063
1 Pair of Jeans (Levis 501 Or Similar),70.0,€,70,70,Teramo,42.65811795,13.69787458752063
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",105.0,€,90,120,Teramo,42.65811795,13.69787458752063
1 Pair of Nike Running Shoes (Mid-Range),55.0,€,50,60,Teramo,42.65811795,13.69787458752063
1 Pair of Men Leather Business Shoes,77.5,€,75,80,Teramo,42.65811795,13.69787458752063
Apartment (1 bedroom) in City Centre,425.0,€,400,450,Teramo,42.65811795,13.69787458752063
Apartment (1 bedroom) Outside of Centre,375.0,€,350,400,Teramo,42.65811795,13.69787458752063
Apartment (3 bedrooms) in City Centre,550.0,€,450,650,Teramo,42.65811795,13.69787458752063
Apartment (3 bedrooms) Outside of Centre,500.0,€,450,550,Teramo,42.65811795,13.69787458752063
Price per Square Feet to Buy Apartment in City Centre,113.81,€,106.84,371.61,Teramo,42.65811795,13.69787458752063
Price per Square Feet to Buy Apartment Outside of Centre,102.19,€,92.9,297.29,Teramo,42.65811795,13.69787458752063
Average Monthly Net Salary (After Tax),1333.33,€,,,Teramo,42.65811795,13.69787458752063
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.93,,1.5,4.9,Teramo,42.65811795,13.69787458752063
"Meal, Inexpensive Restaurant",15.0,€,6,25,Taranto,40.54881555,17.08058012454743
"Meal for 2 People, Mid-range Restaurant, Three-course",45.0,€,40,60,Taranto,40.54881555,17.08058012454743
McMeal at McDonalds (or Equivalent Combo Meal),9.0,€,7,12,Taranto,40.54881555,17.08058012454743
Domestic Beer (1 pint draught),3.0,€,2,7,Taranto,40.54881555,17.08058012454743
Imported Beer (12 oz small bottle),3.5,€,2.5,3.5,Taranto,40.54881555,17.08058012454743
Cappuccino (regular),1.35,€,1.1,1.5,Taranto,40.54881555,17.08058012454743
Coke/Pepsi (12 oz small bottle),1.68,€,1.2,2,Taranto,40.54881555,17.08058012454743
Water (12 oz small bottle),0.95,€,0.8,1,Taranto,40.54881555,17.08058012454743
"Milk (regular), (1 gallon)",4.28,€,3.75,5.26,Taranto,40.54881555,17.08058012454743
Loaf of Fresh White Bread (1 lb),1.36,€,0.91,1.81,Taranto,40.54881555,17.08058012454743
"Rice (white), (1 lb)",0.76,€,0.36,1,Taranto,40.54881555,17.08058012454743
Eggs (regular) (12),2.8,€,2.4,3.2,Taranto,40.54881555,17.08058012454743
Local Cheese (1 lb),5.43,€,4.49,7.26,Taranto,40.54881555,17.08058012454743
Chicken Fillets (1 lb),3.76,€,3.63,4.04,Taranto,40.54881555,17.08058012454743
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),7.94,€,6.8,9.07,Taranto,40.54881555,17.08058012454743
Apples (1 lb),0.68,€,0.45,0.91,Taranto,40.54881555,17.08058012454743
Banana (1 lb),0.45,€,0.45,0.45,Taranto,40.54881555,17.08058012454743
Oranges (1 lb),0.45,€,0.45,0.45,Taranto,40.54881555,17.08058012454743
Tomato (1 lb),1.81,€,1.81,1.81,Taranto,40.54881555,17.08058012454743
Potato (1 lb),0.67,€,0.41,0.91,Taranto,40.54881555,17.08058012454743
Onion (1 lb),0.23,€,0.23,0.23,Taranto,40.54881555,17.08058012454743
Lettuce (1 head),1.0,€,1,1,Taranto,40.54881555,17.08058012454743
Water (1.5 liter bottle),0.25,€,0.15,0.3,Taranto,40.54881555,17.08058012454743
Bottle of Wine (Mid-Range),3.0,€,1.5,4.5,Taranto,40.54881555,17.08058012454743
Domestic Beer (0.5 liter bottle),1.51,€,0.75,2.27,Taranto,40.54881555,17.08058012454743
Imported Beer (12 oz small bottle),2.25,€,2,2.5,Taranto,40.54881555,17.08058012454743
Cigarettes 20 Pack (Marlboro),6.0,€,5.2,6,Taranto,40.54881555,17.08058012454743
One-way Ticket (Local Transport),1.0,€,1,1.2,Taranto,40.54881555,17.08058012454743
Monthly Pass (Regular Price),25.5,€,15,36,Taranto,40.54881555,17.08058012454743
Taxi Start (Normal Tariff),7.0,€,7,7,Taranto,40.54881555,17.08058012454743
Gasoline (1 gallon),7.56,€,6.06,8.3,Taranto,40.54881555,17.08058012454743
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",247.78,€,245.56,250,Taranto,40.54881555,17.08058012454743
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",35.0,€,25,45,Taranto,40.54881555,17.08058012454743
"Fitness Club, Monthly Fee for 1 Adult",45.0,€,30,50,Taranto,40.54881555,17.08058012454743
Tennis Court Rent (1 Hour on Weekend),15.67,€,12,20,Taranto,40.54881555,17.08058012454743
"Cinema, International Release, 1 Seat",8.0,€,7,10,Taranto,40.54881555,17.08058012454743
1 Pair of Jeans (Levis 501 Or Similar),50.0,€,30,70,Taranto,40.54881555,17.08058012454743
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",25.0,€,10,35,Taranto,40.54881555,17.08058012454743
1 Pair of Nike Running Shoes (Mid-Range),86.33,€,50,109,Taranto,40.54881555,17.08058012454743
1 Pair of Men Leather Business Shoes,66.67,€,42,80,Taranto,40.54881555,17.08058012454743
Apartment (1 bedroom) in City Centre,375.0,€,350,400,Taranto,40.54881555,17.08058012454743
Apartment (1 bedroom) Outside of Centre,316.67,€,200,400,Taranto,40.54881555,17.08058012454743
Apartment (3 bedrooms) in City Centre,633.33,€,500,700,Taranto,40.54881555,17.08058012454743
Apartment (3 bedrooms) Outside of Centre,433.33,€,400,450,Taranto,40.54881555,17.08058012454743
Price per Square Feet to Buy Apartment in City Centre,106.84,€,102.19,111.48,Taranto,40.54881555,17.08058012454743
Price per Square Feet to Buy Apartment Outside of Centre,96.0,€,83.61,102.19,Taranto,40.54881555,17.08058012454743
Average Monthly Net Salary (After Tax),1300.0,€,,,Taranto,40.54881555,17.08058012454743
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.25,,1.59,4.9,Taranto,40.54881555,17.08058012454743
"Meal, Inexpensive Restaurant",13.5,€,10,25,Taglio di Po (Rovigo),45.0057769,12.2107983
"Meal for 2 People, Mid-range Restaurant, Three-course",50.0,€,30,85,Taglio di Po (Rovigo),45.0057769,12.2107983
McMeal at McDonalds (or Equivalent Combo Meal),7.0,€,7,8.5,Taglio di Po (Rovigo),45.0057769,12.2107983
Domestic Beer (1 pint draught),3.0,€,3,5,Taglio di Po (Rovigo),45.0057769,12.2107983
Imported Beer (12 oz small bottle),3.0,€,3,5,Taglio di Po (Rovigo),45.0057769,12.2107983
Cappuccino (regular),1.5,€,1.2,2,Taglio di Po (Rovigo),45.0057769,12.2107983
Coke/Pepsi (12 oz small bottle),2.1,€,1.5,3,Taglio di Po (Rovigo),45.0057769,12.2107983
Water (12 oz small bottle),1.0,€,1,2,Taglio di Po (Rovigo),45.0057769,12.2107983
"Milk (regular), (1 gallon)",2.61,€,2.61,6.06,Taglio di Po (Rovigo),45.0057769,12.2107983
Loaf of Fresh White Bread (1 lb),1.81,€,1.81,1.81,Taglio di Po (Rovigo),45.0057769,12.2107983
"Rice (white), (1 lb)",0.45,€,0.45,0.45,Taglio di Po (Rovigo),45.0057769,12.2107983
Eggs (regular) (12),3.05,€,2.49,3.6,Taglio di Po (Rovigo),45.0057769,12.2107983
Local Cheese (1 lb),5.44,€,5.44,6.35,Taglio di Po (Rovigo),45.0057769,12.2107983
Chicken Fillets (1 lb),4.54,€,4.54,4.54,Taglio di Po (Rovigo),45.0057769,12.2107983
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.8,€,6.8,6.8,Taglio di Po (Rovigo),45.0057769,12.2107983
Apples (1 lb),0.57,€,0.45,0.91,Taglio di Po (Rovigo),45.0057769,12.2107983
Banana (1 lb),0.68,€,0.45,0.91,Taglio di Po (Rovigo),45.0057769,12.2107983
Oranges (1 lb),0.45,€,0.45,0.45,Taglio di Po (Rovigo),45.0057769,12.2107983
Potato (1 lb),0.57,€,0.45,0.68,Taglio di Po (Rovigo),45.0057769,12.2107983
Onion (1 lb),0.79,€,0.68,0.91,Taglio di Po (Rovigo),45.0057769,12.2107983
Water (1.5 liter bottle),0.61,€,0.23,1,Taglio di Po (Rovigo),45.0057769,12.2107983
Bottle of Wine (Mid-Range),5.0,€,5,6,Taglio di Po (Rovigo),45.0057769,12.2107983
Domestic Beer (0.5 liter bottle),0.85,€,0.7,2,Taglio di Po (Rovigo),45.0057769,12.2107983
Imported Beer (12 oz small bottle),2.0,€,2,2,Taglio di Po (Rovigo),45.0057769,12.2107983
Cigarettes 20 Pack (Marlboro),5.4,€,5.4,5.4,Taglio di Po (Rovigo),45.0057769,12.2107983
One-way Ticket (Local Transport),1.35,€,1.2,1.5,Taglio di Po (Rovigo),45.0057769,12.2107983
Monthly Pass (Regular Price),40.0,€,30,50,Taglio di Po (Rovigo),45.0057769,12.2107983
Gasoline (1 gallon),8.3,€,8.3,8.3,Taglio di Po (Rovigo),45.0057769,12.2107983
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),20000.0,€,"19,000.00","21,000.00",Taglio di Po (Rovigo),45.0057769,12.2107983
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),23000.0,€,"23,000.00","23,000.00",Taglio di Po (Rovigo),45.0057769,12.2107983
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",163.33,€,120,250,Taglio di Po (Rovigo),45.0057769,12.2107983
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",25.0,€,25,35,Taglio di Po (Rovigo),45.0057769,12.2107983
"Fitness Club, Monthly Fee for 1 Adult",33.33,€,20,60,Taglio di Po (Rovigo),45.0057769,12.2107983
Tennis Court Rent (1 Hour on Weekend),8.0,€,8,8,Taglio di Po (Rovigo),45.0057769,12.2107983
"Cinema, International Release, 1 Seat",7.0,€,7,10,Taglio di Po (Rovigo),45.0057769,12.2107983
1 Pair of Jeans (Levis 501 Or Similar),42.5,€,40,45,Taglio di Po (Rovigo),45.0057769,12.2107983
1 Pair of Nike Running Shoes (Mid-Range),65.0,€,60,70,Taglio di Po (Rovigo),45.0057769,12.2107983
1 Pair of Men Leather Business Shoes,90.0,€,90,90,Taglio di Po (Rovigo),45.0057769,12.2107983
Apartment (3 bedrooms) in City Centre,450.0,€,,,Taglio di Po (Rovigo),45.0057769,12.2107983
Apartment (3 bedrooms) Outside of Centre,400.0,€,,,Taglio di Po (Rovigo),45.0057769,12.2107983
Price per Square Feet to Buy Apartment in City Centre,92.9,€,,,Taglio di Po (Rovigo),45.0057769,12.2107983
Price per Square Feet to Buy Apartment Outside of Centre,74.32,€,,,Taglio di Po (Rovigo),45.0057769,12.2107983
Average Monthly Net Salary (After Tax),1300.0,€,,,Taglio di Po (Rovigo),45.0057769,12.2107983
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",1.2,,1.2,4.9,Taglio di Po (Rovigo),45.0057769,12.2107983
"Meal, Inexpensive Restaurant",13.5,€,12,15,Stradella,45.0773563,9.2950171
"Meal for 2 People, Mid-range Restaurant, Three-course",50.0,€,40,60,Stradella,45.0773563,9.2950171
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7,9,Stradella,45.0773563,9.2950171
Domestic Beer (1 pint draught),3.25,€,2.5,4,Stradella,45.0773563,9.2950171
Imported Beer (12 oz small bottle),4.0,€,3,5,Stradella,45.0773563,9.2950171
Cappuccino (regular),2.0,€,1.5,2.5,Stradella,45.0773563,9.2950171
Water (12 oz small bottle),0.5,€,0.5,0.5,Stradella,45.0773563,9.2950171
"Milk (regular), (1 gallon)",4.54,€,4.54,4.54,Stradella,45.0773563,9.2950171
Loaf of Fresh White Bread (1 lb),2.27,€,2.27,2.27,Stradella,45.0773563,9.2950171
"Rice (white), (1 lb)",0.91,€,0.91,0.91,Stradella,45.0773563,9.2950171
Eggs (regular) (12),3.0,€,3,3,Stradella,45.0773563,9.2950171
Local Cheese (1 lb),5.44,€,5.44,5.44,Stradella,45.0773563,9.2950171
Chicken Fillets (1 lb),4.08,€,3.63,4.54,Stradella,45.0773563,9.2950171
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.35,€,6.35,6.35,Stradella,45.0773563,9.2950171
Apples (1 lb),0.91,€,0.91,0.91,Stradella,45.0773563,9.2950171
Banana (1 lb),1.0,€,1,1,Stradella,45.0773563,9.2950171
Oranges (1 lb),1.13,€,1.13,1.13,Stradella,45.0773563,9.2950171
Tomato (1 lb),2.04,€,2.04,2.04,Stradella,45.0773563,9.2950171
Potato (1 lb),0.54,€,0.54,0.54,Stradella,45.0773563,9.2950171
Onion (1 lb),0.91,€,0.91,0.91,Stradella,45.0773563,9.2950171
Lettuce (1 head),2.3,€,2.3,2.3,Stradella,45.0773563,9.2950171
Water (1.5 liter bottle),0.75,€,0.75,0.75,Stradella,45.0773563,9.2950171
Bottle of Wine (Mid-Range),8.0,€,8,8,Stradella,45.0773563,9.2950171
Domestic Beer (0.5 liter bottle),1.2,€,1.2,1.2,Stradella,45.0773563,9.2950171
Imported Beer (12 oz small bottle),2.0,€,2,2,Stradella,45.0773563,9.2950171
Cigarettes 20 Pack (Marlboro),3.5,€,3.5,3.5,Stradella,45.0773563,9.2950171
Taxi Start (Normal Tariff),10.0,€,10,10,Stradella,45.0773563,9.2950171
Taxi 1 mile (Normal Tariff),4.83,€,4.83,4.83,Stradella,45.0773563,9.2950171
Taxi 1hour Waiting (Normal Tariff),20.0,€,20,20,Stradella,45.0773563,9.2950171
Gasoline (1 gallon),4.92,€,4.92,4.92,Stradella,45.0773563,9.2950171
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",150.0,€,150,150,Stradella,45.0773563,9.2950171
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",25.0,€,25,25,Stradella,45.0773563,9.2950171
"Cinema, International Release, 1 Seat",10.0,€,10,10,Stradella,45.0773563,9.2950171
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",90.0,€,90,90,Stradella,45.0773563,9.2950171
1 Pair of Jeans (Levis 501 Or Similar),90.0,€,90,90,Stradella,45.0773563,9.2950171
1 Pair of Nike Running Shoes (Mid-Range),90.0,€,90,90,Stradella,45.0773563,9.2950171
1 Pair of Men Leather Business Shoes,120.0,€,120,120,Stradella,45.0773563,9.2950171
"Meal, Inexpensive Restaurant",20.0,€,15,30,Sondrio,46.32336235,10.258413671017703
"Meal for 2 People, Mid-range Restaurant, Three-course",60.0,€,42,65,Sondrio,46.32336235,10.258413671017703
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,8,8,Sondrio,46.32336235,10.258413671017703
Domestic Beer (1 pint draught),5.0,€,3,6,Sondrio,46.32336235,10.258413671017703
Imported Beer (12 oz small bottle),4.0,€,3,5,Sondrio,46.32336235,10.258413671017703
Cappuccino (regular),1.62,€,1.2,2,Sondrio,46.32336235,10.258413671017703
Coke/Pepsi (12 oz small bottle),1.88,€,1,3,Sondrio,46.32336235,10.258413671017703
Water (12 oz small bottle),1.03,€,1,1.1,Sondrio,46.32336235,10.258413671017703
"Milk (regular), (1 gallon)",5.68,€,4.54,6.81,Sondrio,46.32336235,10.258413671017703
Loaf of Fresh White Bread (1 lb),0.73,€,,,Sondrio,46.32336235,10.258413671017703
"Rice (white), (1 lb)",1.13,€,0.91,1.36,Sondrio,46.32336235,10.258413671017703
Eggs (regular) (12),2.52,€,1.44,3.6,Sondrio,46.32336235,10.258413671017703
Local Cheese (1 lb),3.74,€,2.95,4.54,Sondrio,46.32336235,10.258413671017703
Chicken Fillets (1 lb),2.61,€,2.27,2.95,Sondrio,46.32336235,10.258413671017703
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),3.63,€,2.72,4.54,Sondrio,46.32336235,10.258413671017703
Apples (1 lb),0.76,€,0.68,0.91,Sondrio,46.32336235,10.258413671017703
Banana (1 lb),0.79,€,0.68,0.91,Sondrio,46.32336235,10.258413671017703
Oranges (1 lb),0.97,€,0.64,1.36,Sondrio,46.32336235,10.258413671017703
Potato (1 lb),0.64,€,0.45,0.91,Sondrio,46.32336235,10.258413671017703
Onion (1 lb),0.68,€,0.45,0.91,Sondrio,46.32336235,10.258413671017703
Lettuce (1 head),1.0,€,1,1,Sondrio,46.32336235,10.258413671017703
Water (1.5 liter bottle),0.7,€,0.4,1,Sondrio,46.32336235,10.258413671017703
Bottle of Wine (Mid-Range),5.0,€,4,6,Sondrio,46.32336235,10.258413671017703
Domestic Beer (0.5 liter bottle),1.49,€,0.98,2,Sondrio,46.32336235,10.258413671017703
Imported Beer (12 oz small bottle),2.0,€,1,3,Sondrio,46.32336235,10.258413671017703
Cigarettes 20 Pack (Marlboro),5.25,€,5,5.5,Sondrio,46.32336235,10.258413671017703
One-way Ticket (Local Transport),1.5,€,,,Sondrio,46.32336235,10.258413671017703
Monthly Pass (Regular Price),22.5,€,15,30,Sondrio,46.32336235,10.258413671017703
Taxi 1 mile (Normal Tariff),2.41,€,,,Sondrio,46.32336235,10.258413671017703
Taxi 1hour Waiting (Normal Tariff),50.0,€,,,Sondrio,46.32336235,10.258413671017703
Gasoline (1 gallon),8.3,€,,,Sondrio,46.32336235,10.258413671017703
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),17000.0,€,"14,000.00","20,000.00",Sondrio,46.32336235,10.258413671017703
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),18000.0,€,"16,000.00","20,000.00",Sondrio,46.32336235,10.258413671017703
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",150.0,€,,,Sondrio,46.32336235,10.258413671017703
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",22.0,€,20,25,Sondrio,46.32336235,10.258413671017703
"Fitness Club, Monthly Fee for 1 Adult",55.0,€,30,70,Sondrio,46.32336235,10.258413671017703
Tennis Court Rent (1 Hour on Weekend),15.0,€,15,15,Sondrio,46.32336235,10.258413671017703
"Cinema, International Release, 1 Seat",10.0,€,8,15,Sondrio,46.32336235,10.258413671017703
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",500.0,€,,,Sondrio,46.32336235,10.258413671017703
"International Primary School, Yearly for 1 Child",12000.0,€,,,Sondrio,46.32336235,10.258413671017703
1 Pair of Jeans (Levis 501 Or Similar),80.0,€,60,90,Sondrio,46.32336235,10.258413671017703
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",30.0,€,,,Sondrio,46.32336235,10.258413671017703
1 Pair of Nike Running Shoes (Mid-Range),83.33,€,50,100,Sondrio,46.32336235,10.258413671017703
1 Pair of Men Leather Business Shoes,100.0,€,,,Sondrio,46.32336235,10.258413671017703
Apartment (1 bedroom) in City Centre,500.0,€,,,Sondrio,46.32336235,10.258413671017703
Apartment (1 bedroom) Outside of Centre,400.0,€,,,Sondrio,46.32336235,10.258413671017703
Apartment (3 bedrooms) in City Centre,1000.0,€,,,Sondrio,46.32336235,10.258413671017703
Apartment (3 bedrooms) Outside of Centre,750.0,€,,,Sondrio,46.32336235,10.258413671017703
Price per Square Feet to Buy Apartment in City Centre,185.8,€,,,Sondrio,46.32336235,10.258413671017703
Price per Square Feet to Buy Apartment Outside of Centre,139.35,€,,,Sondrio,46.32336235,10.258413671017703
Average Monthly Net Salary (After Tax),1437.5,€,,,Sondrio,46.32336235,10.258413671017703
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.35,,1.8,4.9,Sondrio,46.32336235,10.258413671017703
"Meal, Inexpensive Restaurant",10.0,€,5,20,Siracusa,37.0646139,15.2907196
"Meal for 2 People, Mid-range Restaurant, Three-course",50.0,€,40,90,Siracusa,37.0646139,15.2907196
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,8,10,Siracusa,37.0646139,15.2907196
Domestic Beer (1 pint draught),4.0,€,3,8,Siracusa,37.0646139,15.2907196
Imported Beer (12 oz small bottle),4.0,€,2.5,6,Siracusa,37.0646139,15.2907196
Cappuccino (regular),1.4,€,1,2,Siracusa,37.0646139,15.2907196
Coke/Pepsi (12 oz small bottle),1.7,€,1.5,2,Siracusa,37.0646139,15.2907196
Water (12 oz small bottle),0.93,€,1,1,Siracusa,37.0646139,15.2907196
"Milk (regular), (1 gallon)",4.53,€,3.03,6.25,Siracusa,37.0646139,15.2907196
Loaf of Fresh White Bread (1 lb),1.0,€,0.62,1.81,Siracusa,37.0646139,15.2907196
"Rice (white), (1 lb)",0.98,€,0.45,1.36,Siracusa,37.0646139,15.2907196
Eggs (regular) (12),2.73,€,2,3.8,Siracusa,37.0646139,15.2907196
Local Cheese (1 lb),3.97,€,1.81,5.44,Siracusa,37.0646139,15.2907196
Chicken Fillets (1 lb),4.08,€,1.81,6.8,Siracusa,37.0646139,15.2907196
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),5.44,€,3.63,6.8,Siracusa,37.0646139,15.2907196
Apples (1 lb),0.87,€,0.45,1.13,Siracusa,37.0646139,15.2907196
Banana (1 lb),0.62,€,0.45,1.81,Siracusa,37.0646139,15.2907196
Oranges (1 lb),0.75,€,0.23,1.22,Siracusa,37.0646139,15.2907196
Tomato (1 lb),0.91,€,0.54,1.59,Siracusa,37.0646139,15.2907196
Potato (1 lb),0.32,€,0.23,1.36,Siracusa,37.0646139,15.2907196
Onion (1 lb),0.36,€,0.36,2.04,Siracusa,37.0646139,15.2907196
Lettuce (1 head),1.15,€,0.6,3.2,Siracusa,37.0646139,15.2907196
Water (1.5 liter bottle),0.3,€,0.15,1,Siracusa,37.0646139,15.2907196
Bottle of Wine (Mid-Range),5.0,€,3,9,Siracusa,37.0646139,15.2907196
Domestic Beer (0.5 liter bottle),1.32,€,0.5,3.03,Siracusa,37.0646139,15.2907196
Imported Beer (12 oz small bottle),0.88,€,0.75,2.5,Siracusa,37.0646139,15.2907196
Cigarettes 20 Pack (Marlboro),5.35,€,5,6,Siracusa,37.0646139,15.2907196
One-way Ticket (Local Transport),3.0,€,,,Siracusa,37.0646139,15.2907196
Monthly Pass (Regular Price),35.0,€,,,Siracusa,37.0646139,15.2907196
Taxi Start (Normal Tariff),2.0,€,2,2,Siracusa,37.0646139,15.2907196
Taxi 1 mile (Normal Tariff),0.8,€,0.8,0.8,Siracusa,37.0646139,15.2907196
Taxi 1hour Waiting (Normal Tariff),25.0,€,25,25,Siracusa,37.0646139,15.2907196
Gasoline (1 gallon),7.11,€,6.62,8.3,Siracusa,37.0646139,15.2907196
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),24975.0,€,"22,000.00","27,950.00",Siracusa,37.0646139,15.2907196
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),28000.0,€,"28,000.00","28,000.00",Siracusa,37.0646139,15.2907196
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",90.0,€,90,400,Siracusa,37.0646139,15.2907196
